entity,track,predictor,smd,ks
Pacifastacus leniusculus (alien),local_only,l_CLI4,0.2862,0.1616
Pacifastacus leniusculus (alien),local_only,l_CLI5,0.3996,0.2992
Pacifastacus leniusculus (alien),local_only,l_CLI6,0.3998,0.3003
Pacifastacus leniusculus (alien),local_only,l_CLI7,0.4004,0.3016
Pacifastacus leniusculus (alien),local_only,l_CLI8,-0.024,0.0235
Pacifastacus leniusculus (alien),local_only,l_CLI9,0.1898,0.3179
Pacifastacus leniusculus (alien),local_only,l_CLI10,0.2065,0.3033
Pacifastacus leniusculus (alien),local_only,l_CLI11,0.1998,0.3095
Pacifastacus leniusculus (alien),local_only,l_CLI12,0.4121,0.1623
Pacifastacus leniusculus (alien),local_only,l_CLI13,0.0561,0.3698
Pacifastacus leniusculus (alien),local_only,l_CLI14,0.0826,0.3798
Pacifastacus leniusculus (alien),local_only,l_CLI15,0.0671,0.3741
Pacifastacus leniusculus (alien),local_only,l_CLI16,0.4887,0.1909
Pacifastacus leniusculus (alien),local_only,l_CLI17,-0.0284,0.2316
Pacifastacus leniusculus (alien),local_only,l_CLI18,0.0469,0.2769
Pacifastacus leniusculus (alien),local_only,l_CLI19,0.0052,0.2527
Pacifastacus leniusculus (alien),local_only,l_CLI20,0.3287,0.1662
Pacifastacus leniusculus (alien),local_only,l_CLI21,-0.0315,0.3567
Pacifastacus leniusculus (alien),local_only,l_CLI22,-0.0111,0.3685
Pacifastacus leniusculus (alien),local_only,l_CLI23,-0.021,0.3664
Pacifastacus leniusculus (alien),local_only,l_CLI24,0.1894,0.1114
Pacifastacus leniusculus (alien),local_only,l_CLI25,0.0164,0.2165
Pacifastacus leniusculus (alien),local_only,l_CLI26,0.0406,0.2221
Pacifastacus leniusculus (alien),local_only,l_CLI27,0.0262,0.2185
Pacifastacus leniusculus (alien),local_only,l_CLI28,0.4523,0.1721
Pacifastacus leniusculus (alien),local_only,l_CLI29,0.5264,0.4217
Pacifastacus leniusculus (alien),local_only,l_CLI30,0.5518,0.4615
Pacifastacus leniusculus (alien),local_only,l_CLI31,0.5402,0.4453
Pacifastacus leniusculus (alien),local_only,l_CLI32,0.1575,0.176
Pacifastacus leniusculus (alien),local_only,l_CLI33,-0.6387,0.3654
Pacifastacus leniusculus (alien),local_only,l_CLI34,-0.6149,0.361
Pacifastacus leniusculus (alien),local_only,l_CLI35,-0.6275,0.3651
Pacifastacus leniusculus (alien),local_only,l_CLI36,0.1238,0.1308
Pacifastacus leniusculus (alien),local_only,l_CLI37,0.0603,0.2367
Pacifastacus leniusculus (alien),local_only,l_CLI38,0.1502,0.2736
Pacifastacus leniusculus (alien),local_only,l_CLI39,0.1021,0.2578
Pacifastacus leniusculus (alien),local_only,l_CLI40,0.326,0.173
Pacifastacus leniusculus (alien),local_only,l_CLI41,-0.0173,0.3837
Pacifastacus leniusculus (alien),local_only,l_CLI42,0.0066,0.3977
Pacifastacus leniusculus (alien),local_only,l_CLI43,-0.0056,0.3982
Pacifastacus leniusculus (alien),local_only,l_CLI44,0.2031,0.1355
Pacifastacus leniusculus (alien),local_only,l_CLI45,0.0898,0.1282
Pacifastacus leniusculus (alien),local_only,l_CLI46,0.1222,0.1356
Pacifastacus leniusculus (alien),local_only,l_CLI47,0.1053,0.135
Pacifastacus leniusculus (alien),local_only,l_CLI48,0.3291,0.1683
Pacifastacus leniusculus (alien),local_only,l_CLI49,0.0238,0.101
Pacifastacus leniusculus (alien),local_only,l_CLI50,0.0555,0.0916
Pacifastacus leniusculus (alien),local_only,l_CLI51,0.0387,0.0968
Pacifastacus leniusculus (alien),local_only,l_CLI52,0.3033,0.1657
Pacifastacus leniusculus (alien),local_only,l_CLI53,0.1837,0.232
Pacifastacus leniusculus (alien),local_only,l_CLI54,0.2103,0.2326
Pacifastacus leniusculus (alien),local_only,l_CLI55,0.1964,0.2308
Pacifastacus leniusculus (alien),local_only,l_CLI56,0.3695,0.1866
Pacifastacus leniusculus (alien),local_only,l_CLI57,-0.3037,0.1853
Pacifastacus leniusculus (alien),local_only,l_CLI58,-0.2981,0.1824
Pacifastacus leniusculus (alien),local_only,l_CLI59,-0.3008,0.1841
Pacifastacus leniusculus (alien),local_only,l_CLI60,0.2819,0.1243
Pacifastacus leniusculus (alien),local_only,l_CLI61,0.0713,0.0883
Pacifastacus leniusculus (alien),local_only,l_CLI62,0.1016,0.0729
Pacifastacus leniusculus (alien),local_only,l_CLI63,0.0856,0.082
Pacifastacus leniusculus (alien),local_only,l_CLI64,0.3089,0.1685
Pacifastacus leniusculus (alien),local_only,l_CLI65,0.2231,0.2406
Pacifastacus leniusculus (alien),local_only,l_CLI66,0.2507,0.2442
Pacifastacus leniusculus (alien),local_only,l_CLI67,0.2363,0.2434
Pacifastacus leniusculus (alien),local_only,l_CLI68,0.3808,0.1887
Pacifastacus leniusculus (alien),local_only,l_CLI69,0.5818,0.2502
Pacifastacus leniusculus (alien),local_only,l_CLI70,0.6021,0.2607
Pacifastacus leniusculus (alien),local_only,l_CLI71,0.5922,0.2525
Pacifastacus leniusculus (alien),local_only,l_CLI72,0.396,0.2175
Pacifastacus leniusculus (alien),local_only,l_CLI73,-0.1469,0.1467
Pacifastacus leniusculus (alien),local_only,l_CLI74,-0.1206,0.1386
Pacifastacus leniusculus (alien),local_only,l_CLI75,-0.1344,0.1416
Pacifastacus leniusculus (alien),local_only,l_CLI76,0.2765,0.1505
Pacifastacus leniusculus (alien),local_only,l_TOP124,-0.0078,0.1935
Pacifastacus leniusculus (alien),local_only,l_TOP125,0.088,0.238
Pacifastacus leniusculus (alien),local_only,l_TOP126,0.0624,0.264
Pacifastacus leniusculus (alien),local_only,l_TOP127,0.087,0.1568
Pacifastacus leniusculus (alien),local_only,l_TOP128,-0.0224,0.1902
Pacifastacus leniusculus (alien),local_only,l_TOP129,0.0765,0.2562
Pacifastacus leniusculus (alien),local_only,l_TOP130,0.0503,0.2776
Pacifastacus leniusculus (alien),local_only,l_TOP131,0.0771,0.1695
Pacifastacus leniusculus (alien),local_only,l_LAC1,0.3132,0.1628
Pacifastacus leniusculus (alien),local_only,l_LAC2,-0.1134,0.0111
Pacifastacus leniusculus (alien),local_only,l_LAC3,0.0005,0.057
Pacifastacus leniusculus (alien),local_only,l_LAC4,-0.0721,0.0184
Pacifastacus leniusculus (alien),local_only,l_LAC5,,0.0
Pacifastacus leniusculus (alien),local_only,l_LAC6,-0.0496,0.0265
Pacifastacus leniusculus (alien),local_only,l_LAC7,-0.037,0.0477
Pacifastacus leniusculus (alien),local_only,l_LAC8,-0.0299,0.0005
Pacifastacus leniusculus (alien),local_only,l_LAC9,0.0728,0.0272
Pacifastacus leniusculus (alien),local_only,l_LAC10,-0.0778,0.0311
Pacifastacus leniusculus (alien),local_only,l_LAC11,-0.0179,0.0041
Pacifastacus leniusculus (alien),local_only,l_LAC12,-0.0857,0.0067
Pacifastacus leniusculus (alien),local_only,l_LAC13,-0.1821,0.0789
Pacifastacus leniusculus (alien),local_only,l_LAC14,,0.0
Pacifastacus leniusculus (alien),local_only,l_LAC15,-0.0896,0.0091
Pacifastacus leniusculus (alien),local_only,l_LAC16,-0.0251,0.0007
Pacifastacus leniusculus (alien),local_only,l_LAC17,,0.0
Pacifastacus leniusculus (alien),local_only,l_LAC18,0.0052,0.0043
Pacifastacus leniusculus (alien),local_only,l_LAC19,0.2882,0.1389
Pacifastacus leniusculus (alien),local_only,l_LAC20,-0.0649,0.0053
Pacifastacus leniusculus (alien),local_only,l_LAC21,-0.3686,0.1299
Pacifastacus leniusculus (alien),local_only,l_LAC22,,0.0
Pacifastacus leniusculus (alien),local_only,l_SOL1,-0.8009,0.34
Pacifastacus leniusculus (alien),local_only,l_SOL2,-0.6157,0.2806
Pacifastacus leniusculus (alien),local_only,l_SOL3,-0.7452,0.3478
Pacifastacus leniusculus (alien),local_only,l_SOL4,0.0768,0.072
Pacifastacus leniusculus (alien),local_only,l_SOL9,-0.1635,0.1405
Pacifastacus leniusculus (alien),local_only,l_SOL10,-0.1546,0.1247
Pacifastacus leniusculus (alien),local_only,l_SOL11,-0.1533,0.1401
Pacifastacus leniusculus (alien),local_only,l_SOL12,-0.0573,0.0447
Pacifastacus leniusculus (alien),local_only,l_SOL13,-0.0567,0.068
Pacifastacus leniusculus (alien),local_only,l_SOL14,0.0112,0.0607
Pacifastacus leniusculus (alien),local_only,l_SOL15,-0.0297,0.0661
Pacifastacus leniusculus (alien),local_only,l_SOL16,0.0977,0.0819
Pacifastacus leniusculus (alien),local_only,l_SOL17,0.133,0.179
Pacifastacus leniusculus (alien),local_only,l_SOL18,0.2027,0.1867
Pacifastacus leniusculus (alien),local_only,l_SOL19,0.1749,0.1951
Pacifastacus leniusculus (alien),local_only,l_SOL20,0.1213,0.086
Pacifastacus leniusculus (alien),local_only,l_SOL5,-0.2012,0.0625
Pacifastacus leniusculus (alien),local_only,l_SOL6,-0.2356,0.0702
Pacifastacus leniusculus (alien),local_only,l_SOL7,-0.2141,0.0752
Pacifastacus leniusculus (alien),local_only,l_SOL8,-0.0218,0.0501
Pacifastacus leniusculus (alien),local_only,l_SOL37,-0.5701,0.2148
Pacifastacus leniusculus (alien),local_only,l_SOL38,-0.3992,0.1811
Pacifastacus leniusculus (alien),local_only,l_SOL39,-0.5315,0.1874
Pacifastacus leniusculus (alien),local_only,l_SOL40,-0.17,0.1223
Pacifastacus leniusculus (alien),local_only,l_SOL41,-0.0074,0.0733
Pacifastacus leniusculus (alien),local_only,l_SOL42,0.1468,0.1493
Pacifastacus leniusculus (alien),local_only,l_SOL43,0.0743,0.1214
Pacifastacus leniusculus (alien),local_only,l_SOL44,0.3607,0.1689
Pacifastacus leniusculus (alien),local_only,l_SOL25,0.5446,0.2044
Pacifastacus leniusculus (alien),local_only,l_SOL26,0.7333,0.3017
Pacifastacus leniusculus (alien),local_only,l_SOL27,0.6506,0.2665
Pacifastacus leniusculus (alien),local_only,l_SOL28,0.0228,0.0615
Pacifastacus leniusculus (alien),local_only,l_SOL29,-0.1122,0.0423
Pacifastacus leniusculus (alien),local_only,l_SOL30,-0.0927,0.0428
Pacifastacus leniusculus (alien),local_only,l_SOL31,-0.11,0.063
Pacifastacus leniusculus (alien),local_only,l_SOL32,-0.0515,0.057
Pacifastacus leniusculus (alien),local_only,l_SOL21,-0.0524,0.1204
Pacifastacus leniusculus (alien),local_only,l_SOL22,0.0077,0.0939
Pacifastacus leniusculus (alien),local_only,l_SOL23,-0.0171,0.114
Pacifastacus leniusculus (alien),local_only,l_SOL24,0.0605,0.0536
Pacifastacus leniusculus (alien),local_only,l_SOL45,-0.205,0.1353
Pacifastacus leniusculus (alien),local_only,l_SOL46,-0.0777,0.0822
Pacifastacus leniusculus (alien),local_only,l_SOL47,-0.1444,0.1316
Pacifastacus leniusculus (alien),local_only,l_SOL48,0.1088,0.0575
Pacifastacus leniusculus (alien),local_only,l_SOL53,0.1181,0.0633
Pacifastacus leniusculus (alien),local_only,l_SOL54,0.1012,0.0222
Pacifastacus leniusculus (alien),local_only,l_SOL55,0.1156,0.0687
Pacifastacus leniusculus (alien),local_only,l_SOL56,-0.1113,0.0627
Pacifastacus leniusculus (alien),local_only,l_SOL57,-0.4242,0.1827
Pacifastacus leniusculus (alien),local_only,l_SOL58,-0.2488,0.0991
Pacifastacus leniusculus (alien),local_only,l_SOL59,-0.3401,0.144
Pacifastacus leniusculus (alien),local_only,l_SOL60,0.1302,0.0625
Pacifastacus leniusculus (alien),local_only,l_SOL33,-0.3913,0.1707
Pacifastacus leniusculus (alien),local_only,l_SOL34,-0.2039,0.1468
Pacifastacus leniusculus (alien),local_only,l_SOL35,-0.3206,0.1682
Pacifastacus leniusculus (alien),local_only,l_SOL36,0.0943,0.0653
Pacifastacus leniusculus (alien),local_only,l_SOL49,,0.0
Pacifastacus leniusculus (alien),local_only,l_SOL50,,0.0
Pacifastacus leniusculus (alien),local_only,l_SOL51,,0.0
Pacifastacus leniusculus (alien),local_only,l_SOL52,,0.0
Pacifastacus leniusculus (alien),local_only,l_TOP108,-0.0772,0.4179
Pacifastacus leniusculus (alien),local_only,l_TOP109,1.0807,0.4912
Pacifastacus leniusculus (alien),local_only,l_TOP110,0.2879,0.14
Pacifastacus leniusculus (alien),local_only,l_TOP111,0.2233,0.1207
Pacifastacus leniusculus (alien),local_only,l_TOP112,0.4689,0.2715
Pacifastacus leniusculus (alien),local_only,l_TOP113,-0.2446,0.3947
Pacifastacus leniusculus (alien),local_only,l_TOP132,-0.0699,0.4174
Pacifastacus leniusculus (alien),local_only,l_TOP114,1.0723,0.4935
Pacifastacus leniusculus (alien),local_only,l_TOP115,0.365,0.2762
Pacifastacus leniusculus (alien),local_only,l_TOP116,0.2978,0.2552
Pacifastacus leniusculus (alien),local_only,l_TOP117,0.4189,0.2998
Pacifastacus leniusculus (alien),local_only,l_TOP118,0.3157,0.2081
Pacifastacus leniusculus (alien),local_only,l_TOP119,0.4661,0.2759
Pacifastacus leniusculus (alien),local_only,l_TOP120,0.2978,0.2552
Pacifastacus leniusculus (alien),local_only,l_TOP121,0.3342,0.2592
Pacifastacus leniusculus (alien),local_only,l_TOP122,0.3347,0.2685
Pacifastacus leniusculus (alien),local_only,l_TOP123,0.2004,0.095
Pacifastacus leniusculus (alien),local_only,l_TOP1,0.0186,0.0354
Pacifastacus leniusculus (alien),local_only,l_TOP2,-0.073,0.048
Pacifastacus leniusculus (alien),local_only,l_TOP3,-0.0733,0.0508
Pacifastacus leniusculus (alien),local_only,l_TOP4,-0.1181,0.0542
Pacifastacus leniusculus (alien),local_only,l_TOP5,0.0193,0.0354
Pacifastacus leniusculus (alien),local_only,l_TOP6,-0.0436,0.0389
Pacifastacus leniusculus (alien),local_only,l_TOP7,-0.0171,0.0373
Pacifastacus leniusculus (alien),local_only,l_TOP8,-0.094,0.0473
Pacifastacus leniusculus (alien),local_only,l_TOP9,0.1226,0.0808
Pacifastacus leniusculus (alien),local_only,l_TOP10,-0.0251,0.0467
Pacifastacus leniusculus (alien),local_only,l_TOP11,0.0154,0.0418
Pacifastacus leniusculus (alien),local_only,l_TOP12,-0.1282,0.0662
Pacifastacus leniusculus (alien),local_only,l_TOP13,0.1372,0.1457
Pacifastacus leniusculus (alien),local_only,l_TOP14,0.0439,0.0358
Pacifastacus leniusculus (alien),local_only,l_TOP15,0.0663,0.0548
Pacifastacus leniusculus (alien),local_only,l_TOP16,-0.0901,0.0582
Pacifastacus leniusculus (alien),local_only,l_TOP17,-0.0661,0.0024
Pacifastacus leniusculus (alien),local_only,l_TOP18,-0.0331,0.1343
Pacifastacus leniusculus (alien),local_only,l_TOP19,-0.0888,0.1086
Pacifastacus leniusculus (alien),local_only,l_TOP20,-0.0689,0.1003
Pacifastacus leniusculus (alien),local_only,l_TOP21,-0.0394,0.0024
Pacifastacus leniusculus (alien),local_only,l_TOP22,-0.245,0.3951
Pacifastacus leniusculus (alien),local_only,l_TOP23,-0.2409,0.4023
Pacifastacus leniusculus (alien),local_only,l_TOP24,-0.2471,0.397
Pacifastacus leniusculus (alien),local_only,l_TOP25,,0.0
Pacifastacus leniusculus (alien),local_only,l_TOP26,0.0823,0.0944
Pacifastacus leniusculus (alien),local_only,l_TOP27,0.0728,0.0882
Pacifastacus leniusculus (alien),local_only,l_TOP28,0.0365,0.0732
Pacifastacus leniusculus (alien),local_only,l_TOP29,1.072,0.4942
Pacifastacus leniusculus (alien),local_only,l_TOP30,1.0723,0.4937
Pacifastacus leniusculus (alien),local_only,l_TOP31,1.0722,0.494
Pacifastacus leniusculus (alien),local_only,l_TOP32,0.345,0.1578
Pacifastacus leniusculus (alien),local_only,l_TOP33,,0.0
Pacifastacus leniusculus (alien),local_only,l_TOP34,0.3115,0.1444
Pacifastacus leniusculus (alien),local_only,l_TOP35,0.3379,0.1573
Pacifastacus leniusculus (alien),local_only,l_TOP36,0.3449,0.1576
Pacifastacus leniusculus (alien),local_only,l_TOP37,,0.0
Pacifastacus leniusculus (alien),local_only,l_TOP38,0.2572,0.1269
Pacifastacus leniusculus (alien),local_only,l_TOP39,0.2583,0.1446
Pacifastacus leniusculus (alien),local_only,l_TOP40,0.2222,0.1182
Pacifastacus leniusculus (alien),local_only,l_TOP41,-0.0491,0.0022
Pacifastacus leniusculus (alien),local_only,l_TOP42,-0.007,0.0439
Pacifastacus leniusculus (alien),local_only,l_TOP43,-0.0683,0.0621
Pacifastacus leniusculus (alien),local_only,l_TOP44,-0.0721,0.0564
Pacifastacus leniusculus (alien),local_only,l_TOP45,-0.0506,0.0024
Pacifastacus leniusculus (alien),local_only,l_TOP46,-0.1214,0.1406
Pacifastacus leniusculus (alien),local_only,l_TOP47,-0.1958,0.1773
Pacifastacus leniusculus (alien),local_only,l_TOP48,-0.1693,0.1731
Pacifastacus leniusculus (alien),local_only,l_TOP49,-0.2306,0.1612
Pacifastacus leniusculus (alien),local_only,l_TOP50,0.0582,0.0424
Pacifastacus leniusculus (alien),local_only,l_TOP51,0.0433,0.0352
Pacifastacus leniusculus (alien),local_only,l_TOP52,0.0285,0.055
Pacifastacus leniusculus (alien),local_only,l_TOP53,0.3019,0.2553
Pacifastacus leniusculus (alien),local_only,l_TOP54,0.3378,0.2591
Pacifastacus leniusculus (alien),local_only,l_TOP55,0.3386,0.2686
Pacifastacus leniusculus (alien),local_only,l_TOP56,0.2003,0.0962
Pacifastacus leniusculus (alien),local_only,l_TOP57,,0.0
Pacifastacus leniusculus (alien),local_only,l_TOP58,0.2421,0.1124
Pacifastacus leniusculus (alien),local_only,l_TOP59,0.3342,0.1702
Pacifastacus leniusculus (alien),local_only,l_TOP60,0.2003,0.0943
Pacifastacus leniusculus (alien),local_only,l_TOP61,0.0615,0.2232
Pacifastacus leniusculus (alien),local_only,l_TOP62,0.0545,0.2543
Pacifastacus leniusculus (alien),local_only,l_TOP63,0.0611,0.2619
Pacifastacus leniusculus (alien),local_only,l_TOP64,0.0511,0.2142
Pacifastacus leniusculus (alien),local_only,l_TOP65,0.2938,0.2694
Pacifastacus leniusculus (alien),local_only,l_TOP66,0.4366,0.2821
Pacifastacus leniusculus (alien),local_only,l_TOP67,0.3918,0.293
Pacifastacus leniusculus (alien),local_only,l_TOP68,0.4185,0.2509
Pacifastacus leniusculus (alien),local_only,l_TOP69,0.2619,0.2024
Pacifastacus leniusculus (alien),local_only,l_TOP70,0.0633,0.251
Pacifastacus leniusculus (alien),local_only,l_TOP71,0.0705,0.2757
Pacifastacus leniusculus (alien),local_only,l_TOP72,0.0702,0.226
Pacifastacus leniusculus (alien),local_only,l_TOP73,0.2876,0.2578
Pacifastacus leniusculus (alien),local_only,l_TOP74,0.5112,0.2744
Pacifastacus leniusculus (alien),local_only,l_TOP75,0.4617,0.2844
Pacifastacus leniusculus (alien),local_only,l_TOP76,0.4648,0.232
Pacifastacus leniusculus (alien),local_only,l_TOP77,,0.0
Pacifastacus leniusculus (alien),local_only,l_TOP78,0.3994,0.2963
Pacifastacus leniusculus (alien),local_only,l_TOP79,0.403,0.289
Pacifastacus leniusculus (alien),local_only,l_TOP80,0.4061,0.296
Pacifastacus leniusculus (alien),local_only,l_TOP81,,0.0
Pacifastacus leniusculus (alien),local_only,l_TOP82,0.3994,0.2963
Pacifastacus leniusculus (alien),local_only,l_TOP83,0.3696,0.3047
Pacifastacus leniusculus (alien),local_only,l_TOP84,0.4061,0.2974
Pacifastacus leniusculus (alien),local_only,l_TOP85,0.2437,0.154
Pacifastacus leniusculus (alien),local_only,l_TOP86,0.055,0.2464
Pacifastacus leniusculus (alien),local_only,l_TOP87,0.066,0.2749
Pacifastacus leniusculus (alien),local_only,l_TOP88,0.0621,0.2303
Pacifastacus leniusculus (alien),local_only,l_TOP89,0.1429,0.1599
Pacifastacus leniusculus (alien),local_only,l_TOP90,0.4337,0.2568
Pacifastacus leniusculus (alien),local_only,l_TOP91,0.3817,0.2825
Pacifastacus leniusculus (alien),local_only,l_TOP92,0.4188,0.2414
Pacifastacus leniusculus (alien),local_only,l_TOP93,0.181,0.2157
Pacifastacus leniusculus (alien),local_only,l_TOP94,0.2884,0.139
Pacifastacus leniusculus (alien),local_only,l_TOP95,0.3002,0.145
Pacifastacus leniusculus (alien),local_only,l_TOP96,0.2877,0.1406
Pacifastacus leniusculus (alien),local_only,l_TOP97,-0.0361,0.1496
Pacifastacus leniusculus (alien),local_only,l_TOP98,0.2884,0.139
Pacifastacus leniusculus (alien),local_only,l_TOP99,0.282,0.1432
Pacifastacus leniusculus (alien),local_only,l_TOP100,0.295,0.139
Pacifastacus leniusculus (alien),local_only,l_TOP101,0.0117,0.2171
Pacifastacus leniusculus (alien),local_only,l_TOP102,0.1683,0.273
Pacifastacus leniusculus (alien),local_only,l_TOP103,0.0895,0.0761
Pacifastacus leniusculus (alien),local_only,l_TOP104,0.0699,0.0935
Pacifastacus leniusculus (alien),local_only,l_TOP105,-0.851,0.4098
Pacifastacus leniusculus (alien),local_only,l_TOP106,-0.7676,0.3564
Pacifastacus leniusculus (alien),local_only,l_TOP107,0.4875,0.2235
Pacifastacus leniusculus (alien),local_only,l_TOP133,-0.0333,0.077
Pacifastacus leniusculus (alien),local_only,l_TOP134,-0.1201,0.3718
Pacifastacus leniusculus (alien),local_only,l_TOP135,-0.085,0.3824
Pacifastacus leniusculus (alien),local_only,l_TOP136,-0.1056,0.3839
Pacifastacus leniusculus (alien),local_only,l_TOP137,-0.0906,0.0773
Pacifastacus leniusculus (alien),local_only,l_TOP138,-0.3113,0.2022
Pacifastacus leniusculus (alien),local_only,l_TOP139,-0.2874,0.1518
Pacifastacus leniusculus (alien),local_only,l_TOP140,-0.3207,0.2139
Pacifastacus leniusculus (alien),local_only,l_TOP141,0.1102,0.0852
Pacifastacus leniusculus (alien),local_only,l_TOP142,-0.8359,0.4211
Pacifastacus leniusculus (alien),local_only,l_TOP143,-0.4763,0.2314
Pacifastacus leniusculus (alien),local_only,l_TOP144,-0.8955,0.4323
Pacifastacus leniusculus (alien),upstream_only,u_CLI3,0.1619,0.2208
Pacifastacus leniusculus (alien),upstream_only,u_CLI7,0.4772,0.3054
Pacifastacus leniusculus (alien),upstream_only,u_CLI11,0.2364,0.2895
Pacifastacus leniusculus (alien),upstream_only,u_CLI15,0.055,0.3581
Pacifastacus leniusculus (alien),upstream_only,u_CLI19,0.0543,0.2346
Pacifastacus leniusculus (alien),upstream_only,u_CLI23,-0.0183,0.2963
Pacifastacus leniusculus (alien),upstream_only,u_CLI27,0.0506,0.2161
