cell,member,before_brier,before_ece,before_cal_intercept,before_cal_slope,platt_brier,platt_ece,platt_cal_intercept,platt_cal_slope,isotonic_brier,isotonic_ece,isotonic_cal_intercept,isotonic_cal_slope,entity_dir,track,level
Procambarus_clarkii_native__consensus__combined__lowacc__L20,glm,0.20126,0.15061,0.03339,0.63914,0.27135,0.17759,-0.09173,0.26131,0.263,0.21227,-0.2164,0.41453,Procambarus_clarkii_native,combined,20
Procambarus_clarkii_native__consensus__combined__lowacc__L20,gam,0.15498,0.07236,-0.32202,0.80022,0.18788,0.07693,-0.40566,0.95701,0.19087,0.09751,-0.11514,0.62243,Procambarus_clarkii_native,combined,20
Procambarus_clarkii_native__consensus__combined__lowacc__L20,random_forest,0.09721,0.05489,-0.08464,1.26422,0.09564,0.02327,0.01688,0.98019,0.09799,0.03828,0.17525,0.77249,Procambarus_clarkii_native,combined,20
Procambarus_clarkii_native__consensus__combined__lowacc__L20,xgboost,0.10036,0.0741,0.17825,0.52397,0.09737,0.03287,0.21708,0.8575,0.0991,0.04925,0.45779,0.37332,Procambarus_clarkii_native,combined,20
Procambarus_clarkii_native__consensus__combined__lowacc__L3,glm,0.20652,0.13416,-0.12258,0.70436,0.36742,0.36722,0.21383,-0.27865,0.39397,0.36045,0.15476,-0.14128,Procambarus_clarkii_native,combined,3
Procambarus_clarkii_native__consensus__combined__lowacc__L3,gam,0.39171,0.33603,0.0651,-0.03288,0.46942,0.53872,0.99321,-1.09584,0.43845,0.51004,0.07745,-0.12975,Procambarus_clarkii_native,combined,3
Procambarus_clarkii_native__consensus__combined__lowacc__L3,random_forest,0.19865,0.22456,-1.95087,1.8625,0.23973,0.22547,-0.74854,0.63473,0.25562,0.27581,-0.83163,0.59856,Procambarus_clarkii_native,combined,3
Procambarus_clarkii_native__consensus__combined__lowacc__L3,xgboost,0.1993,0.20636,-1.5012,0.74558,0.19728,0.15747,-0.75401,0.93322,0.2023,0.1963,-0.75855,0.76339,Procambarus_clarkii_native,combined,3
Procambarus_clarkii_native__consensus__local_only__benchmark__L0,glm,0.1366,0.11039,0.12941,0.89356,0.15557,0.1302,-0.23019,1.04878,0.13967,0.10384,-0.24282,0.90201,Procambarus_clarkii_native,local_only,0
Procambarus_clarkii_native__consensus__local_only__benchmark__L0,gam,0.1219,0.05434,-0.28776,0.90137,0.14268,0.07813,-0.43345,1.09655,0.13393,0.07315,-0.07449,0.82068,Procambarus_clarkii_native,local_only,0
Procambarus_clarkii_native__consensus__local_only__benchmark__L0,random_forest,0.08794,0.06798,-0.30173,1.43561,0.08488,0.02779,-0.16594,1.05186,0.08552,0.01406,-0.03117,0.90212,Procambarus_clarkii_native,local_only,0
Procambarus_clarkii_native__consensus__local_only__benchmark__L0,xgboost,0.08443,0.05226,-0.02239,0.6029,0.0832,0.01069,-0.02702,0.98544,0.08462,0.01416,-0.0145,0.84242,Procambarus_clarkii_native,local_only,0
Procambarus_clarkii_native__consensus__local_only__lowacc__L10,glm,0.15116,0.13556,-0.06287,0.96521,0.21972,0.15197,-0.62224,0.9264,0.20585,0.19861,-0.61539,0.79713,Procambarus_clarkii_native,local_only,10
Procambarus_clarkii_native__consensus__local_only__lowacc__L10,gam,0.36595,0.31351,-0.20236,0.09609,0.43477,0.48957,0.63704,-0.91989,0.42601,0.48617,0.30572,-0.45808,Procambarus_clarkii_native,local_only,10
Procambarus_clarkii_native__consensus__local_only__lowacc__L10,random_forest,0.19386,0.21777,-1.85875,1.87343,0.22337,0.20701,-0.78945,0.7166,0.22621,0.24707,-0.93971,0.75088,Procambarus_clarkii_native,local_only,10
Procambarus_clarkii_native__consensus__local_only__lowacc__L10,xgboost,0.18266,0.18927,-1.346,0.74541,0.18713,0.14981,-0.8089,1.00715,0.19238,0.16566,-0.80984,0.80491,Procambarus_clarkii_native,local_only,10
Procambarus_clarkii_native__consensus__local_only__lowacc__L20,glm,0.15418,0.12431,0.14245,0.77171,0.16984,0.1429,-0.09004,0.98928,0.14476,0.06401,-0.07211,0.90147,Procambarus_clarkii_native,local_only,20
Procambarus_clarkii_native__consensus__local_only__lowacc__L20,gam,0.14005,0.06032,-0.18255,0.77953,0.1591,0.07061,-0.38778,1.12295,0.152,0.05145,-0.08914,0.85044,Procambarus_clarkii_native,local_only,20
Procambarus_clarkii_native__consensus__local_only__lowacc__L20,random_forest,0.09617,0.05223,-0.15688,1.28757,0.09446,0.02367,0.05994,0.94834,0.09768,0.039,0.21484,0.70063,Procambarus_clarkii_native,local_only,20
Procambarus_clarkii_native__consensus__local_only__lowacc__L20,xgboost,0.10013,0.07398,0.08823,0.53612,0.09761,0.03055,0.21902,0.8571,0.09847,0.03959,0.26187,0.5187,Procambarus_clarkii_native,local_only,20
Procambarus_clarkii_native__consensus__local_only__lowacc__L3,glm,0.1481,0.1357,-0.0898,0.96273,0.23581,0.18166,-0.67814,0.83319,0.21231,0.207,-0.80627,0.86357,Procambarus_clarkii_native,local_only,3
Procambarus_clarkii_native__consensus__local_only__lowacc__L3,gam,0.35868,0.30816,-0.25449,0.12697,0.42832,0.48722,0.71997,-1.03228,0.42146,0.48427,0.30547,-0.4405,Procambarus_clarkii_native,local_only,3
Procambarus_clarkii_native__consensus__local_only__lowacc__L3,random_forest,0.2006,0.22858,-2.03289,1.91342,0.23614,0.23497,-0.79651,0.66147,0.23787,0.27222,-0.96548,0.72745,Procambarus_clarkii_native,local_only,3
Procambarus_clarkii_native__consensus__local_only__lowacc__L3,xgboost,0.20146,0.21421,-1.56876,0.76314,0.19148,0.15425,-0.78005,0.97642,0.19405,0.18819,-0.75425,0.75433,Procambarus_clarkii_native,local_only,3
Procambarus_clarkii_native__consensus__upstream_only__benchmark__L0,glm,0.16293,0.08189,0.04606,1.04212,0.22786,0.14467,-0.36551,0.62362,0.23147,0.16648,-0.47416,0.65635,Procambarus_clarkii_native,upstream_only,0
Procambarus_clarkii_native__consensus__upstream_only__benchmark__L0,gam,0.25172,0.22967,-0.17222,0.37184,0.35188,0.32678,0.08939,-0.1756,0.32837,0.31032,-0.02851,0.03762,Procambarus_clarkii_native,upstream_only,0
Procambarus_clarkii_native__consensus__upstream_only__benchmark__L0,random_forest,0.1287,0.1052,-0.04786,1.5331,0.14432,0.11792,-0.42842,1.08586,0.12714,0.04179,-0.13191,0.92207,Procambarus_clarkii_native,upstream_only,0
Procambarus_clarkii_native__consensus__upstream_only__benchmark__L0,xgboost,0.15464,0.14261,0.04367,0.53665,0.16917,0.14873,-0.22525,0.83419,0.15574,0.14429,-0.12508,0.60131,Procambarus_clarkii_native,upstream_only,0
Procambarus_clarkii_native__consensus__upstream_only__lowacc__L10,glm,0.28368,0.21154,-0.21323,0.27528,0.41716,0.47578,1.08856,-1.4399,0.41596,0.46771,0.36289,-0.41188,Procambarus_clarkii_native,upstream_only,10
Procambarus_clarkii_native__consensus__upstream_only__lowacc__L10,gam,0.31924,0.29035,-0.2451,0.1953,0.44639,0.49703,0.71262,-0.75024,0.43825,0.50455,0.40553,-0.4119,Procambarus_clarkii_native,upstream_only,10
Procambarus_clarkii_native__consensus__upstream_only__lowacc__L10,random_forest,0.20615,0.15138,-0.83669,1.3404,0.31409,0.33599,-0.31316,0.30338,0.27672,0.18409,-0.31141,0.32988,Procambarus_clarkii_native,upstream_only,10
Procambarus_clarkii_native__consensus__upstream_only__lowacc__L10,xgboost,0.24349,0.23908,-0.58571,0.4907,0.33466,0.32081,-0.05311,0.05159,0.28594,0.31004,-0.22458,0.27986,Procambarus_clarkii_native,upstream_only,10
Procambarus_clarkii_native__consensus__upstream_only__lowacc__L20,glm,0.16398,0.09138,0.01702,1.24601,0.23058,0.16949,-0.39818,0.59936,0.23168,0.17276,-0.47866,0.62669,Procambarus_clarkii_native,upstream_only,20
Procambarus_clarkii_native__consensus__upstream_only__lowacc__L20,gam,0.24822,0.21196,-0.28668,0.41899,0.33704,0.29362,0.01373,-0.05009,0.31912,0.30108,-0.06608,0.08123,Procambarus_clarkii_native,upstream_only,20
Procambarus_clarkii_native__consensus__upstream_only__lowacc__L20,random_forest,0.13286,0.1053,-0.00153,1.41898,0.14147,0.08464,-0.30111,1.07783,0.12416,0.05756,-0.16617,0.91381,Procambarus_clarkii_native,upstream_only,20
Procambarus_clarkii_native__consensus__upstream_only__lowacc__L20,xgboost,0.1585,0.1431,0.06717,0.51971,0.17043,0.13571,-0.1739,0.81747,0.16405,0.12654,-0.07048,0.51954,Procambarus_clarkii_native,upstream_only,20
Procambarus_clarkii_native__consensus__upstream_only__lowacc__L3,glm,0.2781,0.21086,-0.18695,0.25961,0.41877,0.4827,1.18103,-1.50781,0.411,0.46637,0.5918,-0.61639,Procambarus_clarkii_native,upstream_only,3
Procambarus_clarkii_native__consensus__upstream_only__lowacc__L3,gam,0.30999,0.2806,-0.27055,0.2237,0.43916,0.4865,0.79144,-0.87435,0.43424,0.48374,0.51563,-0.52884,Procambarus_clarkii_native,upstream_only,3
Procambarus_clarkii_native__consensus__upstream_only__lowacc__L3,random_forest,0.20873,0.1627,-0.83498,1.28826,0.32854,0.3579,-0.26148,0.24601,0.28971,0.29829,-0.32774,0.32693,Procambarus_clarkii_native,upstream_only,3
Procambarus_clarkii_native__consensus__upstream_only__lowacc__L3,xgboost,0.25884,0.25169,-0.6131,0.46948,0.35469,0.34118,0.0686,-0.09015,0.3225,0.3539,-0.2156,0.21244,Procambarus_clarkii_native,upstream_only,3
